,bill_id,code,bill_number,title,description,state,session,filename,status,status_date,url
1600533,891618,HB0023,HB0023,Income Tax Credit Modifications,Income Tax Credit Modifications,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0023.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0023.pdf
1600534,892251,HB0024,HB0024,Student Prosperity Savings Program - Tax Amendments,Student Prosperity Savings Program - Tax Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0024.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0024.pdf
1600535,891768,HB0025,HB0025,Tax Incentive Review Amendments,Tax Incentive Review Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0025.json,4,2017-03-23,http://le.utah.gov/~2017/bills/hbillenr/HB0025.pdf
1600536,891751,HB0026,HB0026,Revenue and Taxation Modifications,Revenue and Taxation Modifications,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0026.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0026.pdf
1600537,891883,HB0027,HB0027,Interstate Compact on Military Children Amendments,Interstate Compact on Military Children Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0027.json,4,2017-03-23,http://le.utah.gov/~2017/bills/hbillenr/HB0027.pdf
1600538,891916,HB0028,HB0028,Public Employees Long-term Disability Act Amendments,Public Employees Long-term Disability Act Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0028.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0028.pdf
1600539,891901,HB0029,HB0029,Energy Efficient Vehicle Tax Credit Amendments,Energy Efficient Vehicle Tax Credit Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0029.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0029S04.pdf
1600540,892239,HB0030,HB0030,Historic Preservation Amendments,Historic Preservation Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0030.json,4,2017-03-15,http://le.utah.gov/~2017/bills/hbillenr/HB0030.pdf
1600541,891782,HB0031,HB0031,Utah Health Care Workforce Financial Assistance Program Reauthorization,Utah Health Care Workforce Financial Assistance Program Reauthorization,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0031.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0031.pdf
1600542,892007,HB0032,HB0032,Assessment Area Act Amendments,Assessment Area Act Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0032.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0032.pdf
1600543,892142,HB0033,HB0033,Mercury Switch Removal Act Reauthorization,Mercury Switch Removal Act Reauthorization,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0033.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0033.pdf
1600544,891799,HB0034,HB0034,Employment Security Act Sunset Extension,Employment Security Act Sunset Extension,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0034.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0034.pdf
1600545,891989,HB0035,HB0035,Minimum School Program Amendments,Minimum School Program Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0035.json,4,2017-03-24,http://le.utah.gov/~2017/bills/hbillenr/HB0035.pdf
1600546,892233,HB0036,HB0036,Affordable Housing Amendments,Affordable Housing Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0036.json,4,2017-03-23,http://le.utah.gov/~2017/bills/hbillenr/HB0036.pdf
1600547,891867,HB0037,HB0037,State Construction Code Amendments,State Construction Code Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0037.json,4,2017-03-22,http://le.utah.gov/~2017/bills/hbillenr/HB0037.pdf
1600548,892255,HB0038,HB0038,Statutory Required Reports Amendments,Statutory Required Reports Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0038.json,4,2017-03-15,http://le.utah.gov/~2017/bills/hbillenr/HB0038.pdf
1600549,891832,HB0039,HB0039,Local Officer Amendments,Local Officer Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0039.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0039.pdf
1600550,892231,HB0040,HB0040,Check Cashing and Deferred Deposit Lending Amendments,Check Cashing and Deferred Deposit Lending Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0040.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0040.pdf
1600551,892244,HB0041,HB0041,Utah Revised Business Corporation Act Modifications,Utah Revised Business Corporation Act Modifications,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0041.json,4,2017-03-28,http://le.utah.gov/~2017/bills/hbillenr/HB0041.pdf
1600552,892234,HB0042,HB0042,Insurance Related Modifications,Insurance Related Modifications,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0042.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0042.pdf
1600553,891816,HB0043,HB0043,American Indian and Alaskan Native Education Amendments,American Indian and Alaskan Native Education Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0043.json,4,2017-03-24,http://le.utah.gov/~2017/bills/hbillenr/HB0043.pdf
1600554,891933,HB0044,HB0044,Department of Financial Institutions Related Amendments,Department of Financial Institutions Related Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0044.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0044.pdf
1600555,892161,HB0045,HB0045,Property Tax Assessment Changes,Property Tax Assessment Changes,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0045.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillamd/HB0045.pdf
1600556,891949,HB0046,HB0046,Pass-through Entity Tax Amendments,Pass-through Entity Tax Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0046.json,4,2017-03-24,http://le.utah.gov/~2017/bills/hbillenr/HB0046.pdf
1600557,891735,HB0047,HB0047,Property Tax Assessment Appeal Amendments,Property Tax Assessment Appeal Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0047.json,4,2017-03-24,http://le.utah.gov/~2017/bills/hbillenr/HB0047.pdf
1600558,893863,HB0048,HB0048,Wildlife Species Introduction Amendments,Wildlife Species Introduction Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0048.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0048.pdf
1600559,893905,HB0049,HB0049,Social Security Tax Credit,Social Security Tax Credit,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0049.json,2,2017-02-07,http://le.utah.gov/~2017/bills/hbillamd/HB0049S01.pdf
1600560,893834,HB0050,HB0050,Opioid Prescribing Regulations,Opioid Prescribing Regulations,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0050.json,4,2017-03-22,http://le.utah.gov/~2017/bills/hbillenr/HB0050.pdf
1600561,893838,HB0051,HB0051,Off-highway Vehicle Amendments,Off-highway Vehicle Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0051.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0051.pdf
1600562,893844,HB0052,HB0052,Political Contribution Reporting Amendments,Political Contribution Reporting Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0052.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0052.pdf
1600563,893898,HB0053,HB0053,Missing and Exploited Children's Day,Missing and Exploited Children's Day,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0053.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0053.pdf
1600564,893861,HB0054,HB0054,Campus Free Speech Amendments,Campus Free Speech Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0054.json,4,2017-03-28,http://le.utah.gov/~2017/bills/hbillenr/HB0054.pdf
1600565,893851,HB0055,HB0055,Governmental Nonprofit Entity Compliance Amendments,Governmental Nonprofit Entity Compliance Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0055.json,4,2017-03-28,http://le.utah.gov/~2017/bills/hbillenr/HB0055.pdf
1600566,893908,HB0056,HB0056,Accessible Parking Amendments,Accessible Parking Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0056.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0056.pdf
1600567,893903,HB0057,HB0057,Reproductive Health and Medicaid Amendments,Reproductive Health and Medicaid Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0057.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0057.pdf
1600568,893857,HB0058,HB0058,Direct Food Sales Amendments,Direct Food Sales Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0058.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0058.pdf
1600569,893829,HB0059,HB0059,Public Service Commission Amendments,Public Service Commission Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0059.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0059.pdf
1600570,893882,HB0060,HB0060,Deaf and Hard of Hearing Amendments,Deaf and Hard of Hearing Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0060.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0060.pdf
1600571,893855,HB0061,HB0061,Pharmacy Service for Discharged Hospital Patients,Pharmacy Service for Discharged Hospital Patients,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0061.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0061.pdf
1600572,893847,HB0062,HB0062,Educator Rights Amendments,Educator Rights Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0062.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0062.pdf
1600573,893879,HB0063,HB0063,Hole in the Rock State Park,Hole in the Rock State Park,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0063.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0063.pdf
1600574,893871,HB0064,HB0064,Property Tax Relief Amendments,Property Tax Relief Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0064.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0064.pdf
1600575,893901,HB0065,HB0065,Air Conservation Act Amendments,Air Conservation Act Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0065.json,4,2017-03-24,http://le.utah.gov/~2017/bills/hbillenr/HB0065.pdf
1600576,893874,HB0066,HB0066,Opiate Overdose Response Act Amendments,Opiate Overdose Response Act Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0066.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0066.pdf
1600577,893895,HB0067,HB0067,Wildlife Amendments,Wildlife Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0067.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0067.pdf
1600578,893888,HB0068,HB0068,Crime Victims Reparation Board Sunset Extension,Crime Victims Reparation Board Sunset Extension,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0068.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0068.pdf
1600579,893885,HB0069,HB0069,Capital Facilities Revisions,Capital Facilities Revisions,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0069.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0069.pdf
1600580,893910,HB0070,HB0070,Common Area Assessment Amendments,Common Area Assessment Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0070.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0070.pdf
1600581,893949,HB0071,HB0071,Hygiene Tax Act,Hygiene Tax Act,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0071.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0071.pdf
1600582,893921,HB0072,HB0072,Child Welfare Proceedings Amendments,Child Welfare Proceedings Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0072.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0072.pdf
1600583,893918,HB0073,HB0073,Child Placement Amendments,Child Placement Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0073.json,2,2017-02-27,http://le.utah.gov/~2017/bills/hbillint/HB0073.pdf
1600584,893934,HB0074,HB0074,School Day Care Classes Amendments,School Day Care Classes Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0074.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0074.pdf
1600585,893925,HB0075,HB0075,Common Ownership Amendments,Common Ownership Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0075.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0075.pdf
1600586,893929,HB0076,HB0076,End of Life Options Act,End of Life Options Act,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0076.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0076.pdf
1600587,893944,HB0077,HB0077,Fifth District Court Judge,Fifth District Court Judge,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0077.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0077.pdf
1600588,894015,HB0078,HB0078,Nonbinding Opinion Questions,Nonbinding Opinion Questions,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0078.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0078.pdf
1600589,893960,HB0079,HB0079,Private Attorney General Doctrine,Private Attorney General Doctrine,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0079.json,2,2017-02-27,http://le.utah.gov/~2017/bills/hbillint/HB0079.pdf
1600590,894029,HB0080,HB0080,State Technology Governance Amendments,State Technology Governance Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0080.json,4,2017-03-22,http://le.utah.gov/~2017/bills/hbillenr/HB0080.pdf
1600591,893982,HB0081,HB0081,Post-employment Restrictive Covenant Amendments,Post-employment Restrictive Covenant Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0081.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0081S01.pdf
1600592,894005,HB0082,HB0082,Street-legal All-terrain Vehicle Amendments,Street-legal All-terrain Vehicle Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0082.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0082.pdf
1600593,893979,HB0083,HB0083,Rental Application Disclosure Amendments,Rental Application Disclosure Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0083.json,4,2017-03-15,http://le.utah.gov/~2017/bills/hbillenr/HB0083.pdf
1600594,894022,HB0084,HB0084,Water Law - Nonuse Applications,Water Law - Nonuse Applications,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0084.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0084.pdf
1600595,893976,HB0085,HB0085,Quality Growth Commission Amendments,Quality Growth Commission Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0085.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0085.pdf
1600596,894038,HB0086,HB0086,Inactive Voter Amendments,Inactive Voter Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0086.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0086.pdf
1600597,893968,HB0087,HB0087,Student Access to Online Courses,Student Access to Online Courses,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0087.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0087.pdf
1600598,893991,HB0088,HB0088,Teacher Salary Supplement Program Amendments,Teacher Salary Supplement Program Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0088.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0088.pdf
1600599,893974,HB0089,HB0089,Impact Fee Reporting Requirements,Impact Fee Reporting Requirements,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0089.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0089.pdf
1600600,893971,HB0090,HB0090,Insurance Opioid Regulation,Insurance Opioid Regulation,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0090.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0090.pdf
1600601,893972,HB0091,HB0091,County Commission Election Amendments,County Commission Election Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0091.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0091.pdf
1600602,893999,HB0092,HB0092,Physical Restraint in Schools,Physical Restraint in Schools,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0092.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0092.pdf
1600603,893988,HB0093,HB0093,Judicial Nominating Process Amendments,Judicial Nominating Process Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0093.json,2,2017-02-15,http://le.utah.gov/~2017/bills/hbillamd/HB0093.pdf
1600604,894001,HB0094,HB0094,Occupational and Professional Licensure Review Committee Amendments,Occupational and Professional Licensure Review Committee Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0094.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0094.pdf
1600605,893995,HB0095,HB0095,Little Sahara State Park Designation,Little Sahara State Park Designation,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0095.json,4,2017-03-20,http://le.utah.gov/~2017/bills/hbillenr/HB0095.pdf
1600606,893990,HB0096,HB0096,Petroleum Vapor Recovery Amendments,Petroleum Vapor Recovery Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0096.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0096.pdf
1600607,893998,HB0097,HB0097,Alcohol Beverage Control Operations Amendments,Alcohol Beverage Control Operations Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0097.json,2,2017-02-28,http://le.utah.gov/~2017/bills/hbillamd/HB0097S01.pdf
1600608,894009,HB0098,HB0098,Department of Administrative Services Amendments,Department of Administrative Services Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0098.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0098.pdf
1600609,893756,HB0099,HB0099,Bigamy Offense Amendments,Bigamy Offense Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0099.json,4,2017-03-28,http://le.utah.gov/~2017/bills/hbillenr/HB0099.pdf
1600610,894003,HB0100,HB0100,Institutions of Higher Education Disclosure Requirements,Institutions of Higher Education Disclosure Requirements,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0100.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0100.pdf
1600611,893983,HB0101,HB0101,Adoptive Studies and Evaluations Amendments,Adoptive Studies and Evaluations Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0101.json,4,2017-03-23,http://le.utah.gov/~2017/bills/hbillenr/HB0101.pdf
1600612,894665,HB0102,HB0102,Cohabitant Abuse Act Amendments,Cohabitant Abuse Act Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0102.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0102.pdf
1600613,897816,HB0103,HB0103,Campus Anti-harassment Act,Campus Anti-harassment Act,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0103.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0103.pdf
1600614,897940,HB0104,HB0104,Motor Vehicle Emission,Motor Vehicle Emission,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0104.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0104.pdf
1600615,897836,HB0105,HB0105,Early Voting Amendments,Early Voting Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0105.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0105.pdf
1600616,897857,HB0106,HB0106,Utah Uniform Securities Act Amendments,Utah Uniform Securities Act Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0106.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0106.pdf
1600617,898046,HB0107,HB0107,Perinatal Hospice,Perinatal Hospice,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0107.json,0,,http://le.utah.gov/~2017/bills/hbillint/HB0107.pdf
1600618,897800,HB0108,HB0108,Teacher Salary Supplement Amendments,Teacher Salary Supplement Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0108.json,2,2017-02-17,http://le.utah.gov/~2017/bills/hbillamd/HB0108S01.pdf
1600619,898005,HB0109,HB0109,Public Utility Regulatory Restricted Account Amendments,Public Utility Regulatory Restricted Account Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0109.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0109.pdf
1600620,897877,HB0110,HB0110,Controlled Substance Amendments,Controlled Substance Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0110.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0110.pdf
1600621,897920,HB0111,HB0111,Election Law - Filing Amendments,Election Law - Filing Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0111.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillamd/HB0111S01.pdf
1600622,900343,HB0112,HB0112,Firearms Amendments,Firearms Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0112.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0112.pdf
1600623,900274,HB0113,HB0113,Nursing Care Facility Amendments,Nursing Care Facility Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0113.json,4,2017-03-28,http://le.utah.gov/~2017/bills/hbillenr/HB0113.pdf
1600624,902100,HB0114,HB0114,Local School Entity Amendments,Local School Entity Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0114.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0114.pdf
1600625,902254,HB0115,HB0115,Solid Waste Revisions,Solid Waste Revisions,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0115.json,4,2017-03-23,http://le.utah.gov/~2017/bills/hbillenr/HB0115.pdf
1600626,902298,HB0116,HB0116,Child Support Amendments,Child Support Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0116.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0116.pdf
1600627,902321,HB0117,HB0117,Legal Notice Amendments,Legal Notice Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0117.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0117.pdf
1600628,902077,HB0118,HB0118,Authority of State Engineer,Authority of State Engineer,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0118.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0118.pdf
1600629,902144,HB0119,HB0119,School Board Midterm Replacement Process,School Board Midterm Replacement Process,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0119.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0119.pdf
1600630,905694,HB0120,HB0120,University Student Housing Construction Oversight,University Student Housing Construction Oversight,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0120.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0120.pdf
1600631,905606,HB0121,HB0121,Local Food Advisory Council,Local Food Advisory Council,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0121.json,4,2017-03-22,http://le.utah.gov/~2017/bills/hbillenr/HB0121.pdf
1600632,908650,HB0122,HB0122,Medicaid Waiver for Postpartum Mental Health Coverage,Medicaid Waiver for Postpartum Mental Health Coverage,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0122.json,1,2017-01-23,http://le.utah.gov/~2017/bills/hbillint/HB0122.pdf
1600633,911129,HB0123,HB0123,Juvenile Offenses Amendments,Juvenile Offenses Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0123.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0123.pdf
1600634,910596,HB0124,HB0124,Assault on a Peace Officer Amendments,Assault on a Peace Officer Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0124.json,4,2017-03-17,http://le.utah.gov/~2017/bills/hbillenr/HB0124.pdf
1600635,910774,HB0125,HB0125,Student Residency Amendments,Student Residency Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0125.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0125.pdf
1600636,913927,HB0126,HB0126,Student Plan for College and Career Readiness Revisions,Student Plan for College and Career Readiness Revisions,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0126.json,4,2017-03-28,http://le.utah.gov/~2017/bills/hbillenr/HB0126.pdf
1600637,913921,HB0127,HB0127,Health Insurance Right to Shop Amendments,Health Insurance Right to Shop Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0127.json,2,2017-02-27,http://le.utah.gov/~2017/bills/hbillint/HB0127S01.pdf
1600638,913931,HB0128,HB0128,Health Care Debt Collection Amendments,Health Care Debt Collection Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0128.json,4,2017-03-24,http://le.utah.gov/~2017/bills/hbillenr/HB0128.pdf
1600639,913935,HB0129,HB0129,Adult Protective Services Amendments,Adult Protective Services Amendments,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0129.json,4,2017-03-21,http://le.utah.gov/~2017/bills/hbillenr/HB0129.pdf
1600640,913938,HB0130,HB0130,Cannabinoid Research,Cannabinoid Research,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0130.json,4,2017-03-25,http://le.utah.gov/~2017/bills/hbillenr/HB0130.pdf
1600641,913937,HB0131,HB0131,Child Placement Revisions,Child Placement Revisions,UT,2017 General Session,bill_data\UT\2017-2017_Regular_Session\bill\HB0131.json,2,2017-03-07,http://le.utah.gov/~2017/bills/hbillamd/HB0131S01.pdf
